v1,id,text,label,type,model_wrong,db_model_preds,status,round,split,annotator
7246,20263p,"I have met many more east Asian people recently than i normally would""""¦ someone needs to do something about this",hate,threatening,,,perturbation,2b,test,tbubpfn6ip
25309,30144,"My daughter is such a silly monkey, always playing around!",nothate,none,TRUE,0.02063,dynabench entry,2a,dev,trrf46jwfp
10383,21887,"Britain is home to all the best the world can offer: amazing landscapes, friendly people, good old manners, lovely cottages, and funny town names. By attracting asylum seekers we are changing all that up.",hate,animosity,TRUE,0.99308,dynabench entry,2a,train,trrf46jwfp
35608,46882p,"I'd like to live in Canada. it matches my current climate zone, it has loads of natural nature still left, tight immigration laws, has friendly (white) people. or Italy cuz of the car culture, best driving roads",hate,derogation,,,perturbation,3b,train,tbubpfn6ip
33353,39864p,"oh dear, jeez if you put your ears on that hole you'd hear the sound of the covid epidemic",nothate,none,,,perturbation,3b,test,zuuaksvcea
34286,43754p,"BLM is a political organisation led by a bunch of monkeys which sprang up in English football following the death of George Floyd, which incidentally has nothing to do with Football in England or sport in general at all.",hate,dehumanization,,,perturbation,3b,train,trrf46jwfp
2676,13465,Muslims have no conscience,hate,notgiven,TRUE,0.99122,dynabench entry,1,train,gnzuctwed3
14870,24161p,"Society sucks because we dont kill enough people like her, paki bastard",hate,threatening,,,perturbation,2b,train,elgzdd8tvb
34870,44077,Tranny threads are so entertaining lmao. Makes me sympathize with them somewhat,hate,derogation,TRUE,0.99973,dynabench entry,3a,train,qiokkci7f8
18252,26016p,I love the affability of black guys,nothate,none,,,perturbation,2b,train,vde7gn0nrl
38679,7819,Nazis viewed jews as inherently inferior,nothate,none,TRUE,0.47821,dynabench entry,1,train,oemywm1tjg
2859,13648,"what the f**k, it is snowing",nothate,none,TRUE,0.00823,dynabench entry,1,train,vde7gn0nrl
20455,27326p,I see a lot more black people in this area compared with where I used to live.  Do not think I'll fit here.,hate,animosity,,,perturbation,2b,train,trrf46jwfp
21150,27742,"urgh, when girls think they're clever",hate,derogation,TRUE,0.97468,dynabench entry,2a,train,gnzuctwed3
28918,32822p,"I read that around 18k of every white persons money goes to a black person in their lifetime or some shit like that when tax appropriation is factored in, it's the least we could do.",nothate,none,,,perturbation,3b,train,tbubpfn6ip
18365,26082p,I love the arrogance of Trump,nothate,none,,,perturbation,2b,train,gnzuctwed3
2794,13583,This damn camera stopped taking pictures,nothate,none,TRUE,0.08675,dynabench entry,1,train,vde7gn0nrl
33539,39967p,Women regularly show off their impressive brains with their deep care for the morrow.,nothate,none,,,perturbation,3b,test,ibsvsbliwx
78,10081,Women never stop talking,hate,notgiven,TRUE,0.9873,dynabench entry,1,train,gnzuctwed3
16084,24777,women have the talent of being nefarious,hate,derogation,FALSE,0.00036,dynabench entry,2a,train,tbubpfn6ip
37944,6932,jews cannot be trusted,hate,notgiven,TRUE,0.92292,dynabench entry,1,train,tbubpfn6ip
9647,21509p,i won't spend a penny fixing this fucking useless breadmaker so some Zoomer can make their poncy gluten free bread.,hate,animosity,,,perturbation,2b,train,lqlkttromx
4339,15869,I think Zionists are all scammers,hate,notgiven,FALSE,0.20153,dynabench entry,1,dev,trrf46jwfp
37188,6038,Gays are always pervert,hate,notgiven,FALSE,0.13737,dynabench entry,1,train,trrf46jwfp
36419,47329,"Tf she think she is? She was literally married to someone who gave her the fucking world and when shit got hard, she fucked off and bailed.... men definitely do not want to be financially responsible for children who's father is in the picture.(Its unwritten Bro code) bitch, get off your fucking ass",nothate,none,FALSE,0.96941,dynabench entry,3a,train,elgzdd8tvb
25767,30372p,u are all lazy people,nothate,none,,,perturbation,2b,train,e3dsmnspob
18142,25818,lets talk about opposite concepts like asylum seekers and honesty,hate,derogation,TRUE,0.99939,dynabench entry,2a,dev,e3dsmnspob
36073,47133,"I grew up being called a disgrace by other black people, and my dad was shamed for marrying a white woman",nothate,none,TRUE,0.05033,dynabench entry,3a,train,cagnluiznm
33818,4301,asian people are inferior,hate,notgiven,TRUE,0.78795,dynabench entry,1,train,elgzdd8tvb
34563,43902p,"literally!!!  Gender dysphoria is a not a mental ILLNESS and therefore gender reassignment surgery is not a way to fix it! I'm sick of people asking why this amazing """"treatment"""" only treats the symptoms instead of the actual underlying problem, aka the gender dysphoria itself. Like wtf? Some savages also say that brain modification would be a hugely beneficial thing to society - mental illnesses could in theory, be treated like conventional illnesses.",nothate,none,,,perturbation,3b,train,e3dsmnspob
19940,27063,my cousin works with a transgender jewish woman they are good mates,nothate,none,FALSE,0.9573,dynabench entry,2a,train,tbubpfn6ip
37377,6252,I wish Blacks had fewer children and White people chose to had more kids. That way we would never be outnumbered!,hate,notgiven,TRUE,0.98903,dynabench entry,1,dev,trrf46jwfp
31926,34655p,"I really hate the liberal freaks that coddle this garbage. The way things are going...the future looks to be a distinctly unpalatable one. I thank fuck I'm forty-seven and didn't have kids. The inner cities of Britain have become incrementally worse in the last 20 years. Years ago, you never saw any drugs on the street. If you did, it would be a one off. Now it's ubiquitous, sadly. What's Sydney like for druggies? Does it have a blend of different narcotics like London?",nothate,none,,,perturbation,3b,train,lqlkttromx
36455,47349,Berlie killed two women for misogyny. Omar had a history of domestic violence. Seung-Hui stalked and harassed women.,nothate,none,FALSE,0.99976,dynabench entry,3a,train,cagnluiznm
8996,21179,I know a lot of Pakistanis who are women.,nothate,none,TRUE,0.00446,dynabench entry,2a,train,cagnluiznm
6577,19911,Im in love with the idea of seeing all women burning,hate,threatening,FALSE,0.00033,dynabench entry,2a,test,e3dsmnspob
24049,29367,No one likes fucking rude black birds,hate,derogation,TRUE,0.99944,dynabench entry,2a,train,gnzuctwed3
15579,24515p,It is so annoying having to pretend to dislike the labour party to save arguments with my wife.,nothate,none,,,perturbation,2b,dev,elgzdd8tvb
7103,20189,"I love my race, I'm so glad I wasn't born a nigger",hate,derogation,TRUE,0.99957,dynabench entry,2a,dev,gnzuctwed3
16777,25120,"we all have our problems in life. depression, finance, jobs, family issues. I really do feel for society. like many others, my biggest issue is living next door to an arab family. what on earth can do we about this? terrible.",hate,notgiven,TRUE,0.76116,dynabench entry,2a,train,tbubpfn6ip
2248,13034,I hate that people think you can say all blacks can be shot,nothate,none,TRUE,0.2309,dynabench entry,1,train,cagnluiznm
22199,28307,im looking for new best friends who love to discriminate against people with disabilities as much as i do,hate,threatening,TRUE,0.94698,dynabench entry,2a,train,e3dsmnspob
23468,29070,lets talk about the antithesis of hard work: black people,hate,derogation,FALSE,0.01727,dynabench entry,2a,test,e3dsmnspob
25255,30118,"fuck you, you are always such a lazy son of a bitch I always end up covering for your silly ass!",nothate,none,TRUE,0.00114,dynabench entry,2a,train,trrf46jwfp
32232,36313,Dude imagine the sheer devastation and fear people in the past would of had if trans entered office back then. Too bad all we do now is take it up the ass and act as if it's all normal. I'm getting tired of this shit and I can't just stand around as we go farther left. I feel as if there must be something done and it must be done now.,hate,animosity,TRUE,0.99753,dynabench entry,3a,dev,oemywm1tjg
21059,27696,"ugh, black dudes",hate,derogation,TRUE,0.97395,dynabench entry,2a,train,gnzuctwed3
11217,22327,Just look at the bias in that chamber even the bloody chair is a Muslim. Londonistan is fecked as far as the indigenous Londoner is concerned. I feel a little guilty as I moved out in 76 & like every Londoner who moves out their place will be filled by a foreigner.,hate,animosity,FALSE,0.0029,dynabench entry,2a,train,cagnluiznm
35121,46522,"Who even thought those sweatshirts were a good idea??? i have the worst second-hand embarrassment omg are they in year 9 but also like I feel like they want to present themselves as mature, in the more mature styles they've been wearing (if you can call it that lol) and the fact that they both have mortages and are on that celeb dating app etc etc but that's like the most immature thing they could possibly do and makes them appear really bitter and petty about their breakups, they're acting like children",nothate,none,FALSE,0.99753,dynabench entry,3a,train,tbubpfn6ip
29986,33408,"Why does anyone want to  #WearAMask? They are unhealthy, reduce oxygen and do NOT prevent viral particles from passing through. If you do #wearamask you are a fucking sheep who will not listen to good advice. Just virtue signal because I laugh at you every day.",nothate,none,FALSE,0.99992,dynabench entry,3a,train,oemywm1tjg
16378,24928p,"the fucking scum of the world? Feminists: senseless, disgusting people who believe women deserve respect",hate,dehumanization,,,perturbation,2b,train,trrf46jwfp
39259,8445,"I say I like whites, but I don't",hate,notgiven,TRUE,0.9964,dynabench entry,1,train,elgzdd8tvb
320,10883,boys are smarter than girls in everything in school,hate,notgiven,TRUE,0.98719,dynabench entry,1,train,vde7gn0nrl
1650,12429,primark quality is horrendous,nothate,none,FALSE,0.9692,dynabench entry,1,train,tbubpfn6ip
31234,34263,"No traditionalist, let alone Christian, would insult other people's prophet. So today, some liberal/atheist/fag/Zionist got beheaded in #Paris. Guess what, my sympathy tank's all empty. Not even fumes left for these fuckers.",hate,threatening,FALSE,0.00054,dynabench entry,3a,train,oemywm1tjg
32103,3581,women above 20 who have sex should do cervical scan annually,nothate,none,FALSE,0.98088,dynabench entry,1,train,vde7gn0nrl
10452,21921p,"Immigration has tanked our fucking economy, there are no jobs, these are dark times",hate,animosity,,,perturbation,2b,train,trrf46jwfp
28679,32690p,"You do understand that the royals have been marrying their way into power structures for 2000 years, right? Bohemia, Prussia, England, etc. The English aristocracy is almost entirely of royal descent now.",nothate,none,,,perturbation,3b,test,io6vha6qjm
19647,26911p,you are fatter than a fridge! Black woman you had to be!,hate,derogation,,,perturbation,2b,train,oemywm1tjg
38471,7548,queers shouldn't be allowed to adopt,hate,notgiven,TRUE,0.97179,dynabench entry,1,test,cagnluiznm
11787,22616p,why do pakkis always smell like shit and piss?,hate,derogation,,,perturbation,2b,train,vde7gn0nrl
12105,22775p,"This fucking man is driving me crazy, fucking nigger",hate,derogation,,,perturbation,2b,test,elgzdd8tvb
40242,9485,Xinjiang and the Muslim minorities such as the Uyghurs are backwards,hate,notgiven,TRUE,0.90211,dynabench entry,1,train,trrf46jwfp
23312,28977,lets talk about the antithesis of intelligence: korean people,hate,derogation,TRUE,0.99482,dynabench entry,2a,train,e3dsmnspob
5015,16563,Christians are disgusting is a comment that should not be allowed on any social network,nothate,none,TRUE,0.13791,dynabench entry,1,train,e3dsmnspob
12390,22911,the NHS is the new Auschwitz,nothate,none,FALSE,0.99966,dynabench entry,2a,train,lqlkttromx
15450,24450p,aggressive dudes I love,nothate,none,,,perturbation,2b,train,elgzdd8tvb
24792,29746,I love the idea of boycotting halal products to annoy Muslims!,hate,threatening,TRUE,0.99883,dynabench entry,2a,dev,lqlkttromx
30608,33752p,That is exactly how the communists will gain control of the food supply. Banks buying up all the mismanaged farm properties. The system will come down harder than when Obama was President. Those tosspots have ruined it for everyone,nothate,none,,,perturbation,3b,train,gnzuctwed3
15601,24528p,"It is so annoying having to explain myself and my reasons for disliking chicken waffles. It's either a savoury or a sweet plate, it cannot be both at once! Everyone should already be aware of these obvious explanations and should feel the same, it is common sense",nothate,none,,,perturbation,2b,train,trrf46jwfp
15171,24307,he is not good with technology i can not trust him to fix my laptop,nothate,none,FALSE,0.99918,dynabench entry,2a,train,vde7gn0nrl
32648,39477,Why do they give her fucking airtime. Between her and lottie fucking Ryan I'll never tune in again thhey are insufferable,nothate,none,TRUE,0.00682,dynabench entry,3a,train,qiokkci7f8
10600,21998p,"I adore Black people. They are witty, funny, hardworking. Black kids are gorgeous and the absolute cutest. I love them even more when they live in our neighbourhood, diersity is a good thing",nothate,none,,,perturbation,2b,train,gnzuctwed3
20541,27368p,i am yet to meet a nice lesbian,hate,animosity,,,perturbation,2b,train,gnzuctwed3
22104,28261p,There is a higher incidence of certain cancers in black and minority ethnic communities and the general incidence of cancer in these communities is rising. Praise the lord.,hate,derogation,,,perturbation,2b,train,tbubpfn6ip
38138,7192,going to use my white power against all black people,hate,notgiven,TRUE,0.92368,dynabench entry,1,train,lqlkttromx
6559,19901p,"@BorisJohnson, fuck off!, Give up trying to integrate immigrants you total twat!",hate,animosity,,,perturbation,2b,test,vde7gn0nrl
28601,32648,Where can I find more wholesome lewd short storys about between a trans and gay person? Do I really have to sort through piles of cringy fanfic to find stuff like this?,nothate,none,FALSE,0.99578,dynabench entry,3a,train,lqlkttromx
19746,26960,i have met so many migrants recently,nothate,none,TRUE,0.00221,dynabench entry,2a,train,qiokkci7f8
25072,29985p,"I went to Russia on holiday once, it was a nice country although the people were very belligerent, or so I was told.",nothate,none,,,perturbation,2b,train,lqlkttromx
33910,43551p,"A lot of girls I knew from college seemed to have overbearing fathers who, while they may have tried to provide some sense of morality, were also very hypocritical. Practice what you preach, dads, or your daughters will end up hating you.",nothate,none,,,perturbation,3b,train,trrf46jwfp
40716,9973,most Muslims are inbred,hate,notgiven,TRUE,0.90923,dynabench entry,1,train,cagnluiznm
32729,39519p,these people are too incompetent to hurt people or start any kind of movement. They'll just argue online instead of doing anything actually constructive. At rhe end of the day it just doesn't matter,nothate,none,,,perturbation,3b,train,elgzdd8tvb
29065,32897,"Â I've always found the """"off the charts""""<9d> levels of domestic violence observed in lesbian couples to be fascinating. They are not frequently discussed, and I suppose that is because having no male involvement makes them problematic.",hate,animosity,TRUE,0.99988,dynabench entry,3a,train,gnzuctwed3
17771,2562,black people are all monk3ys,hate,notgiven,TRUE,0.9755,dynabench entry,1,train,elgzdd8tvb
7685,20494,I adore the idea of burning all the Muslim women,hate,threatening,TRUE,0.99782,dynabench entry,2a,train,e3dsmnspob
7839,20574,so happy I wasn't born a kike,hate,derogation,FALSE,0.00097,dynabench entry,2a,train,gnzuctwed3
12501,22968,"Ugly chinks, as we are usually called, are the most loyal friends",nothate,none,FALSE,0.81846,dynabench entry,2a,train,trrf46jwfp
9070,21216,I know a lot of Mixed race men.,nothate,none,TRUE,0.00047,dynabench entry,2a,train,cagnluiznm
30408,33639p,"holy shit, someone just messaged me randomly saying me the n-word and saying black people are monkeys wtf hahaha so good !",hate,dehumanization,,,perturbation,3b,train,qiokkci7f8
4340,15870,I think all Zionists are scammers,hate,notgiven,FALSE,0.16292,dynabench entry,1,train,trrf46jwfp
26013,31244,"Remember... you will never be left alone because you are white. Our taxes are taken and our country is flooded with foreigners. Diversity is #AntiWhite. We're hated by all, especially the media, hollywood, academia, and the government. Can't you see, they're actively replacing us with Mexicans etc. It's our right to keep OUR COUNTRY. #itsokaytobewhite",hate,animosity,FALSE,1e-05,dynabench entry,3a,train,cagnluiznm
7398,20347p,I'm so glad I wasn't born bi in the 20s,nothate,none,,,perturbation,2b,train,lqlkttromx
3200,14000,I do not differentiate a white woman and a white T-shirt,hate,notgiven,TRUE,0.99832,dynabench entry,1,train,vde7gn0nrl
27547,32063p,That bastard took the money and is stashing it in an offshore tax haven that he just so happens to have an apartment.,nothate,none,,,perturbation,3b,train,elgzdd8tvb
770,11504,There are too many retards in this town,hate,notgiven,FALSE,0.03924,dynabench entry,1,test,gnzuctwed3
13211,23346p,when will camels-crunchers become fucking extinct- useless animals,hate,dehumanization,,,perturbation,2b,train,lqlkttromx
28742,32722p,"My family is Eastern Orthodox. I have five daughters. One of the middle ones when she was six or thereabouts was really worried about something. So she told me """"I'm just really stressed about finding a good husband."""" I said Don't worry, we'll find a good Orthodox boy to be your husband. And my daughter said, """"THANK YOU!"""" I was so worried about that. We don't watch normal television, and we're very selective about their media intake. They literally have no idea about all the bullshit we endured under our irresponsible outdated parents. Not sending your daughters to college and shit. Ridiculous.",nothate,none,,,perturbation,3b,train,elgzdd8tvb
15168,24305p,"if he is thin enough to work as a model, it's probably that he's gay",hate,animosity,,,perturbation,2b,test,oemywm1tjg
36555,5180,There are too many black people over here now and something needs to be done,hate,notgiven,TRUE,0.96898,dynabench entry,1,train,gnzuctwed3
28485,32586,"Â it's still race mixing and their children now have cause to grow up and identify as Jews and get sucked into all sorts of anti-White bs, even if daddy Jew """"looks White"""". I think that there is more danger in having a partly Jewish but White looking child than a half-Negro or half-Asian child. At least the latter two aren't anti-White cults, even if the children will be messed up and end a White lineage forever",hate,derogation,TRUE,0.92017,dynabench entry,3a,train,gnzuctwed3
39220,8406,"don't get me wrong I don't hate jewish people, but I definitely don't like them",hate,notgiven,TRUE,0.97026,dynabench entry,1,train,elgzdd8tvb
14654,24054,"i hate peta. i fucking hate peta! give me one damn good reason to have even a shred of love for those manipulative, lying, dog killing hypocrites.",nothate,none,TRUE,0.02873,dynabench entry,2a,train,gnzuctwed3
27591,32091,"To a large extent white moving to the suburbs is driven by people wanting to live among other whites. I understand this isn't intended to create white enclaves as such, but it has turned out that way. Most suburbs are majority white and have less crime, better schools and nicer places to shop. It's a fact. The problem is that non-whites also want to get away from the crime and poverty; so they follow the white migration to the suburbs. And eventually brings the living standard down.",hate,animosity,TRUE,0.98053,dynabench entry,3a,train,e3dsmnspob
24998,29925,I love how currymunchers are everywhere you look! They r like c0ckr04ch3s!,hate,dehumanization,FALSE,0.00044,dynabench entry,2a,train,trrf46jwfp
12600,23025p,I am an English teacher and I hate fucking Chinglish grammer. Learn to write properly or stay in china,hate,animosity,,,perturbation,2b,dev,gnzuctwed3
904,11641,Politicians are a bunch of ass,nothate,none,TRUE,0.02015,dynabench entry,1,train,trrf46jwfp
28426,32553,Women just do nothing for me romantically. The idea of belonging to a woman just starts me plotting on escaping it,nothate,none,TRUE,1e-05,dynabench entry,3a,train,lqlkttromx
932,11669,Men own women,hate,notgiven,TRUE,0.99634,dynabench entry,1,train,gnzuctwed3
27488,32034p,"If you go to any white supremacist websites you'd be surprised that they at least claim not to hate black people or other non whites.  They say (rightly) that no one chooses their race and it wouldn't be logical to hate someone for something that they can't control.  They do believe that blacks are dumb, inferior, more eager to violence and crime and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away, and rightly so.  So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed. just think before you judge their views, they have some merit",hate,support,,,perturbation,3b,train,tbubpfn6ip
14459,23959p,"bweare of f4gz, they are so bad for your health",nothate,none,,,perturbation,2b,train,elgzdd8tvb
27213,31877p,"these guys are real petty. No matter what happens, they cannot be at fault. They are always innocent",nothate,none,,,perturbation,3b,train,qiokkci7f8
16441,24959p,Wanna see a group of cockroaches interacting? Watch the labour party conference with all its ethnic minorities.,hate,dehumanization,,,perturbation,2b,train,lqlkttromx
15252,24349p,gay people don't understand why they are being targeted,nothate,none,,,perturbation,2b,train,trrf46jwfp
31285,34290,"Showing no regards for anyone else typical Jewish tactics, and if us whites tried to organize it would be treated very differently",hate,animosity,TRUE,0.99692,dynabench entry,3a,train,gnzuctwed3
36309,47265,I am seriously shocked you feel that women and girls don't deserve to have their own penis free spaces,nothate,none,FALSE,0.99992,dynabench entry,3a,train,vde7gn0nrl
18237,26008,I love the insolence of black guys,hate,derogation,FALSE,0.00044,dynabench entry,2a,dev,gnzuctwed3
27969,32299p,"Africans face prejudice on a daily basis about being the least accomplished race in history. With the exception of Egypt, peeople think Africa is  a land without civilization!!!!!",nothate,none,,,perturbation,3b,train,lqlkttromx
5847,17411,going to my sisters house is shit,nothate,none,TRUE,0.02408,dynabench entry,1,train,elgzdd8tvb
25997,31235p,"hey buddy, What a bizarre this statement is, its a low I.Q. statement. congratulations you get the prize for the most retarted person ever, again",hate,derogation,,,perturbation,3b,train,gnzuctwed3
20938,27630p,"Is anyone else getting really bored of arguing with random people over differing opinions, it is not my fault that you think there is nothing wrong with marmite existing, i get that that is your opinion but lets just agree to disagree, because you are wrong",nothate,none,,,perturbation,2b,train,gnzuctwed3
18714,26282p,I do not like those idiotic homophobes,nothate,none,,,perturbation,2b,train,gnzuctwed3
20536,27366,i am yet to meet an asylum seeker,nothate,none,TRUE,0.06357,dynabench entry,2a,train,qiokkci7f8
14532,23994,dyk3s sh0uld d!3,hate,threatening,FALSE,0.00045,dynabench entry,2a,test,trrf46jwfp
10994,22211,"The UK is such a wonderful country. The best universities in the world. The best music festivals you can wish for. The loveliest cottages and little villages. The friendliest people. We are so wonderful that we accept all kinds of refugees and pay for all their expenses with public money, right?",hate,animosity,TRUE,0.99973,dynabench entry,2a,train,trrf46jwfp
1812,12592,sainsburys have lost the respect of millions of white britons with their ridiculous diversity campaign,hate,notgiven,TRUE,0.76698,dynabench entry,1,test,tbubpfn6ip
23570,2912,black people should make sure they stick together,nothate,none,FALSE,0.94684,dynabench entry,1,train,tbubpfn6ip
28500,32595,"If you don't like, as you say, """"sexist pigs"""", you should take a look at those muslim morons. They'll tell you to shut the fuck up and wear the headscarf.",hate,derogation,FALSE,0.00011,dynabench entry,3a,train,trrf46jwfp
32706,39508,As a black man I try to debate people with these facts but they never listen to me and continue to spew their discriminatory version of history,nothate,none,FALSE,0.9999,dynabench entry,3a,train,cagnluiznm
5530,17087,I cannot be fucked with my bed,nothate,none,TRUE,0.01379,dynabench entry,1,train,elgzdd8tvb
6897,20077,immigrants avoid paying their way in life,hate,animosity,FALSE,0.00038,dynabench entry,2a,train,gnzuctwed3
25682,30330p,Similar to the people-black cars are filthy. That's why white ones are superior.,hate,animosity,,,perturbation,2b,dev,qiokkci7f8
22913,28696p,asian women are gods failure,hate,derogation,,,perturbation,2b,train,gnzuctwed3
38951,8101,"Keira's lawyers will argue that children cannot weigh up the impact such a treatment might have on their future life, including for instance, on their fertility.",nothate,none,FALSE,0.9988,dynabench entry,1,train,gnzuctwed3
5008,16556,Young people are disgusting is a comment that should not be allowed on any social network,nothate,none,TRUE,0.34791,dynabench entry,1,test,e3dsmnspob
11740,22594,Chinese pandas are becoming fucking extinct!,nothate,none,FALSE,0.99972,dynabench entry,2a,train,lqlkttromx
19321,26751p,they are polsih so are toxic people and I don't want to be around them,hate,derogation,,,perturbation,2b,train,elgzdd8tvb
8231,20783,So glad I'm not a cave ni99er,hate,derogation,FALSE,0.00039,dynabench entry,2a,train,gnzuctwed3
3037,13830,I don't wish to differentiate between a white man and a white rat,hate,notgiven,TRUE,0.98871,dynabench entry,1,train,vde7gn0nrl
8440,20890,black men are not dogs,nothate,none,TRUE,0.9997,dynabench entry,2a,train,vde7gn0nrl
30841,33876p,"I've told all the blacks not to call me if they want to go protest as I won't show up, times are tough to be a nigger supporter.",hate,derogation,,,perturbation,3b,test,dqrontdjbt
25839,30408,People from India have more kids than the British. That's why we are sorrounded!,hate,derogation,FALSE,0.00034,dynabench entry,2a,train,trrf46jwfp
22706,28588,seagulls shouldnt be allowed in this park,nothate,none,TRUE,0.00035,dynabench entry,2a,train,e3dsmnspob
15071,24259p,I don't understand shit,nothate,none,,,perturbation,2b,train,cagnluiznm
1588,12366,depression is awful,nothate,none,FALSE,0.92457,dynabench entry,1,train,tbubpfn6ip
12300,22869p,these polish are totally corrupt,hate,derogation,,,perturbation,2b,train,cagnluiznm
33105,39725p,"For fuck's sake, those apes, making monkey noises in church!",hate,dehumanization,,,perturbation,3b,test,yjmq90i6rd
16934,25204p,"oh, god! this is ridiculous! why does everyone think refugees are not polite? they really are and it should be common knowledge to everyone, I dont want to have to go around informing people when they should already know",nothate,none,,,perturbation,2b,train,e3dsmnspob
6582,19913p,"There are lots of foreign people at my place of work""""¦ does anyone have any contacts who can sort this out?",hate,threatening,,,perturbation,2b,train,tbubpfn6ip
25146,30044,P0l3s r d0gs,hate,dehumanization,FALSE,0.00038,dynabench entry,2a,train,trrf46jwfp
34246,43731,"I bet black people also won't comply with technocrat stuff, implants, vaccines and whatnot",hate,derogation,FALSE,1e-05,dynabench entry,3a,train,qiokkci7f8
2464,13252,Its not their fault but old people are just ignorant,hate,notgiven,FALSE,0.17291,dynabench entry,1,train,e3dsmnspob
26284,31381p,High time to start getting rid of some useless cookers,nothate,none,,,perturbation,3b,train,vde7gn0nrl
25657,30317p,"blacks are so filthy and dirty, unlike whites.",hate,derogation,,,perturbation,2b,train,elgzdd8tvb
18832,26363,I love how ignorant kikes are,hate,derogation,FALSE,0.02047,dynabench entry,2a,train,gnzuctwed3
36698,5330,let's get rid of all the j e w i s h r@tsssssss,hate,notgiven,TRUE,0.65455,dynabench entry,1,train,oemywm1tjg
18732,26291,I love how idiotic gypsies are,hate,derogation,FALSE,0.04731,dynabench entry,2a,train,gnzuctwed3
35401,46768,gotta love the nazi punchers,nothate,none,FALSE,0.99989,dynabench entry,3a,train,lqlkttromx
21620,28005p,"it is nice to tell everyone i have 0 hatred toward asylum seekers, shame it is a lie for most small minded people",nothate,none,,,perturbation,2b,train,tbubpfn6ip
2342,13130,I wouldn't eat food that has been touched by a disabled person,hate,notgiven,TRUE,0.99792,dynabench entry,1,train,gnzuctwed3
39217,8403,"don't get me wrong I don't hate white people, but I definitely don't like them",hate,notgiven,TRUE,0.98999,dynabench entry,1,train,elgzdd8tvb
5506,17063,I cannot be fucked with my hamster,nothate,none,TRUE,0.01191,dynabench entry,1,dev,elgzdd8tvb
12358,22896p,"a PC economy is the worst bullshit anyone can think of, shoot the crossers",hate,threatening,,,perturbation,2b,train,tbubpfn6ip
5623,17186,"my teacher is sooo shit, for fuck sake!",nothate,none,TRUE,0.01022,dynabench entry,1,train,elgzdd8tvb
39082,8237,"I hate the colour black, it's depressing",nothate,none,FALSE,0.90833,dynabench entry,1,test,gnzuctwed3
4216,15736,the absolute shit my student loan is used for,nothate,none,TRUE,0.16441,dynabench entry,1,dev,cagnluiznm
33666,40040,I think I'm not attractive enough as no woman has ever asked me for anal. Which is fine because the butt is for fags and degenerates. I wouldn't stick my stick in a septic tank,hate,derogation,FALSE,0.00015,dynabench entry,3a,train,vde7gn0nrl
40359,9603,Chinese should be banned from entering this country,hate,notgiven,TRUE,0.92133,dynabench entry,1,train,trrf46jwfp
24794,29747,my beautiful sister converted and now is a maillllll boxxxx,hate,derogation,TRUE,0.98246,dynabench entry,2a,train,trrf46jwfp
20632,27426,loud black chicks are so annoying,hate,animosity,TRUE,0.98683,dynabench entry,2a,test,gnzuctwed3
12975,23231p,ggggggggayyyyyyyyys like meeee r fiiiiiiiiiiiiiiltttttttttth in the beeeedroooom,nothate,none,,,perturbation,2b,train,tbubpfn6ip
29344,33044p,"Of course he is a asshole.. We failed our ancestors by electing this prick . My wife agrees, but she is too nice and caring to say anything. (((they)) are trying to take our society from us, the tories need to have their rights stripped.",nothate,none,,,perturbation,3b,train,trrf46jwfp
39508,8704,it is false that all African people are cunts,nothate,none,TRUE,0.03351,dynabench entry,1,train,elgzdd8tvb
355,11052,Over 50 should stay at home as they take public transport and make us feel uncomfortable,hate,notgiven,TRUE,0.99724,dynabench entry,1,train,vde7gn0nrl
387,11117,Black men are unattractive,hate,notgiven,FALSE,0.08522,dynabench entry,1,dev,gnzuctwed3
24227,29463,beauty and immigrants are antithetical concepts,hate,derogation,FALSE,0.03359,dynabench entry,2a,train,e3dsmnspob
32831,39574p,"I don't want to sound careless and inhumane about the next door family's problem, but I just don't see why we would make it to be OUR problem. Let's just not.",nothate,none,,,perturbation,3b,train,trrf46jwfp
26348,31414,can two men really start a family in the way a straight couple can? a man who is born with a penis cant just chop it off and be the same as a woman who was born with a womb and childbearing hips. the SAT is racially because it doesn't have black sounding names in their math problems?,hate,animosity,TRUE,0.97094,dynabench entry,3a,train,tbubpfn6ip
1213,11955,If your kid is trans you failed as a parent,hate,notgiven,TRUE,0.98367,dynabench entry,1,train,gnzuctwed3
32564,39432,So...can this protest stuff stop already? I want to live my life without being worried that i'll be beaten to death by a random black guy for no reason. I dont want to go to the store in fear that ill be randomly beaten.,hate,animosity,TRUE,0.99974,dynabench entry,3a,train,cagnluiznm
22724,28597,Ill try to find my mutuals again if Twitter stops being a bitch.,nothate,none,FALSE,0.99958,dynabench entry,2a,test,cagnluiznm
39500,8696,it is false that all Indian people are cunts,nothate,none,TRUE,0.03663,dynabench entry,1,train,elgzdd8tvb
30073,33459p,"Just when you think we had reached peak of Stupidity, the UK Strikes: McDonald's accused of """"cultural appropriation"""" over new Jerk Chicken Sandwich - News Flash you idiots, you do not go to McDonald's for authentic gourmet cuisine- unless you in da hood hahaha.",hate,derogation,,,perturbation,3b,train,lqlkttromx
16765,25114p,Yids are such a pussys,hate,derogation,,,perturbation,2b,train,qiokkci7f8
